prov,zs,pop,debutsem,c011mois,d011mois,c1259mois,d1259mois,c5ansp,d5ansp,Annee
HAUT-LOMAMI,BUKAMA,193955.0,2020-12-04,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-LOMAMI,MALEMBA-NKULU,193955.0,2020-12-04,0.0,0.0,1.0,0.0,6.0,1.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-04-19,0.0,0.0,2.0,0.0,3.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-04-19,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-04-19,0.0,0.0,1.0,0.0,0.0,0.0,2020
SUD-KIVU,NYANGEZI,193955.0,2020-04-19,0.0,0.0,2.0,0.0,2.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-04-19,0.0,0.0,6.0,0.0,15.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-04-19,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-04-19,0.0,0.0,4.0,0.0,12.0,2.0,2020
SUD-KIVU,KATANA,193955.0,2020-04-19,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-04-19,0.0,0.0,1.0,0.0,6.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-04-19,0.0,0.0,6.0,0.0,11.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-04-19,0.0,0.0,5.0,0.0,18.0,0.0,2020
KASAI-ORIENTAL,MUYA,193955.0,2020-04-13,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI-ORIENTAL,LUBILANJI,193955.0,2020-04-13,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI-ORIENTAL,CITENGE,193955.0,2020-04-13,0.0,0.0,0.0,0.0,2.0,0.0,2020
KASAI-ORIENTAL,BONZOLA,193955.0,2020-04-13,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI-ORIENTAL,KANSELE,193955.0,2020-04-13,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-04-13,0.0,0.0,3.0,0.0,12.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-04-13,0.0,0.0,12.0,0.0,20.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-04-13,0.0,0.0,1.0,0.0,3.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-04-13,0.0,0.0,12.0,0.0,14.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-04-13,0.0,0.0,4.0,0.0,2.0,0.0,2020
HAUT-KATANGA,KIKULA,193955.0,2020-04-20,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-04-20,0.0,0.0,5.0,1.0,10.0,1.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-04-20,0.0,0.0,3.0,0.0,2.0,0.0,2020
HAUT-KATANGA,KISANGA,193955.0,2020-04-20,0.0,0.0,0.0,0.0,2.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-04-20,0.0,0.0,5.0,1.0,15.0,2.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-04-20,0.0,0.0,9.0,0.0,8.0,0.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-04-20,0.0,0.0,0.0,0.0,9.0,0.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-04-20,0.0,0.0,6.0,0.0,15.0,0.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-04-20,0.0,0.0,10.0,0.0,11.0,0.0,2020
HAUT-KATANGA,RWASHI,193955.0,2020-04-20,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-04-20,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-KATANGA,MUMBUNDA,193955.0,2020-04-20,0.0,0.0,1.0,0.0,0.0,0.0,2020
KWILU,MOKALA,193955.0,2020-04-20,0.0,0.0,0.5,0.0,1.0,0.0,2020
LUALABA,MANIKA,193955.0,2020-04-28,0.0,0.0,0.0,0.0,2.0,0.0,2020
LUALABA,DILALA,193955.0,2020-04-28,0.0,0.0,0.0,0.0,1.0,0.0,2020
LUALABA,LUBUDI,193955.0,2020-04-28,0.0,0.0,2.0,0.0,18.0,0.0,2020
LUALABA,BUNKEYA,193955.0,2020-04-28,0.0,0.0,5.0,0.0,28.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-04-20,0.0,0.0,5.0,1.0,4.0,1.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-04-20,0.0,0.0,3.0,0.0,1.0,0.0,2020
TANGANYIKA,MANONO,193955.0,2020-04-20,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,MOBA,193955.0,2020-04-20,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,NYEMBA,193955.0,2020-04-20,0.0,0.0,0.0,0.0,10.0,0.0,2020
TSHOPO,OPALA,193955.0,2020-04-20,0.0,0.0,1.0,0.0,2.0,0.0,2020
HAUT-LOMAMI,MALEMBA-NKULU,193955.0,2020-04-19,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-LOMAMI,KINKONDJA,193955.0,2020-04-19,0.0,0.0,0.0,0.0,3.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-04-26,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-04-26,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,NYANGEZI,193955.0,2020-04-26,0.0,0.0,1.0,0.0,1.0,0.0,2020
SUD-KIVU,NYANTENDE,193955.0,2020-04-26,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-04-26,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,KALEHE,193955.0,2020-04-26,0.0,0.0,5.0,0.0,14.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-04-26,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-04-26,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-04-26,0.0,0.0,3.0,0.0,20.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-04-26,0.0,0.0,1.0,0.0,17.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-04-26,0.0,0.0,6.0,0.0,12.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-04-26,0.0,0.0,1.0,0.0,12.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-04-26,0.0,0.0,2.0,0.0,5.0,0.0,2020
KASAI-ORIENTAL,DIBINDI,193955.0,2020-04-20,0.0,0.0,0.0,0.0,3.0,0.0,2020
KASAI-ORIENTAL,CITENGE,193955.0,2020-04-20,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-04-20,0.0,0.0,17.0,0.0,23.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-04-20,0.0,0.0,5.0,0.0,12.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-04-20,0.0,0.0,19.0,0.0,16.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-04-20,0.0,0.0,0.0,0.0,4.0,0.0,2020
NORD-KIVU,NYIRAGONGO,193955.0,2020-04-20,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-04-20,0.0,0.0,17.0,0.0,10.0,0.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-04-27,0.0,0.0,1.0,0.0,9.0,0.0,2020
HAUT-KATANGA,KISANGA,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-04-27,0.0,0.0,10.0,0.0,13.0,0.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-04-27,0.0,0.0,1.0,0.0,8.0,0.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-04-27,0.0,0.0,1.0,0.0,3.0,0.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-04-27,0.0,0.0,1.0,0.0,7.0,0.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-04-27,0.0,0.0,18.0,0.0,12.0,1.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-04-27,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-04-27,0.0,0.0,6.0,1.0,26.0,1.0,2020
LUALABA,FUNGURUME,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
LUALABA,LUBUDI,193955.0,2020-04-27,0.0,0.0,2.0,0.0,6.0,0.0,2020
LUALABA,BUNKEYA,193955.0,2020-04-27,0.0,0.0,8.0,0.0,21.0,0.0,2020
MAINDOMBE,YUMBI,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-04-27,0.0,0.0,4.0,0.0,6.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-04-27,0.0,0.0,2.0,0.0,2.0,0.0,2020
TANGANYIKA,MOBA,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-LOMAMI,KINKONDJA,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-LOMAMI,BUTUMBA,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-04-05,0.0,0.0,3.0,0.0,5.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-04-05,0.0,0.0,5.0,0.0,23.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-04-05,0.0,0.0,5.0,0.0,7.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-04-05,0.0,0.0,1.0,0.0,22.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-04-05,0.0,0.0,1.0,0.0,3.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-04-05,0.0,0.0,1.0,0.0,6.0,0.0,2020
SUD-KIVU,KALEHE,193955.0,2020-04-05,0.0,0.0,4.0,0.0,6.0,0.0,2020
SUD-KIVU,NYANGEZI,193955.0,2020-04-05,0.0,0.0,1.0,0.0,0.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-04-05,0.0,0.0,1.0,0.0,2.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-04-27,0.0,0.0,10.0,0.0,10.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-04-27,0.0,0.0,5.0,0.0,9.0,0.0,2020
NORD-KIVU,KIBIRIZI,193955.0,2020-04-27,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-04-27,0.0,0.0,10.0,0.0,9.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-04-27,0.0,0.0,2.0,0.0,3.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-04-27,0.0,0.0,19.0,0.0,6.0,0.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-04-05,0.0,0.0,0.0,0.0,8.0,1.0,2020
HAUT-KATANGA,KASENGA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,MUMBUNDA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,RWASHI,193955.0,2020-04-05,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-04-05,0.0,0.0,2.0,0.0,0.0,0.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-04-05,0.0,0.0,10.0,0.0,16.0,0.0,2020
HAUT-KATANGA,MITWABA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-04-05,0.0,0.0,4.0,0.0,9.0,0.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-04-05,0.0,0.0,0.0,0.0,25.0,2.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-04-05,0.0,0.0,4.0,0.0,23.0,1.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-04-05,0.0,0.0,5.0,0.0,7.0,0.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,2.0,0.0,2020
KINSHASA,LIMETE,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
LUALABA,LUBUDI,193955.0,2020-05-04,0.0,0.0,0.0,0.0,6.0,0.0,2020
MANIEMA,LUBUTU,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,NYEMBA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,6.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-04-05,0.0,0.0,2.0,0.0,2.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-04-05,0.0,0.0,4.0,0.0,4.0,0.0,2020
HAUT-LOMAMI,KABONDO-DIANDA,193955.0,2020-05-04,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-LOMAMI,MALEMBA-NKULU,193955.0,2020-05-04,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-LOMAMI,KINKONDJA,193955.0,2020-05-04,0.0,0.0,0.0,0.0,1.0,0.0,2020
KONGO CENTRAL,KWILU-NGONGO,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-11-05,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-11-05,0.0,0.0,2.0,0.0,3.0,0.0,2020
SUD-KIVU,NYANGEZI,193955.0,2020-11-05,0.0,0.0,2.0,0.0,0.0,0.0,2020
SUD-KIVU,NYANTENDE,193955.0,2020-11-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-11-05,0.0,0.0,1.0,0.0,4.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-11-05,0.0,0.0,4.0,0.0,23.0,0.0,2020
SUD-KIVU,KALEHE,193955.0,2020-11-05,0.0,0.0,2.0,0.0,9.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-11-05,0.0,0.0,4.0,0.0,10.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-11-05,0.0,0.0,1.0,0.0,7.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-11-05,0.0,0.0,8.0,0.0,25.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-11-05,0.0,0.0,4.0,0.0,2.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-11-05,0.0,0.0,2.0,0.0,6.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-11-05,0.0,0.0,2.0,0.0,5.0,0.0,2020
KASAI-ORIENTAL,DIBINDI,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI-ORIENTAL,BONZOLA,193955.0,2020-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-05-04,0.0,0.0,8.0,0.0,7.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-05-04,0.0,0.0,6.0,0.0,1.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-05-04,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-05-04,0.0,0.0,6.0,0.0,10.0,0.0,2020
NORD-KIVU,MASISI,193955.0,2020-05-04,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-05-04,0.0,0.0,1.0,0.0,8.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-11-05,0.0,0.0,1.0,0.0,11.0,0.0,2020
HAUT-KATANGA,MUMBUNDA,193955.0,2020-11-05,0.0,0.0,0.0,0.0,7.0,1.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-11-05,0.0,0.0,0.0,0.0,14.0,0.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-11-05,0.0,0.0,0.0,0.0,4.0,0.0,2020
HAUT-KATANGA,KIPUSHI,193955.0,2020-11-05,0.0,0.0,0.0,0.0,6.0,0.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-11-05,0.0,0.0,2.0,0.0,2.0,0.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-11-05,0.0,0.0,3.0,0.0,5.0,0.0,2020
HAUT-KATANGA,KISANGA,193955.0,2020-11-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-11-05,0.0,0.0,4.0,1.0,2.0,0.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-11-05,0.0,0.0,0.0,0.0,22.0,1.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-11-05,0.0,0.0,5.0,1.0,18.0,0.0,2020
HAUT-KATANGA,RWASHI,193955.0,2020-11-05,0.0,0.0,1.0,0.0,0.0,0.0,2020
LOMAMI,MULUMBA,193955.0,2020-05-19,0.0,0.0,0.0,0.0,2.0,0.0,2020
LUALABA,BUNKEYA,193955.0,2020-11-05,0.0,0.0,2.0,0.0,2.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-11-05,0.0,0.0,1.0,0.0,9.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-11-05,0.0,0.0,3.0,0.0,2.0,0.0,2020
HAUT-LOMAMI,MALEMBA-NKULU,193955.0,2020-11-05,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-05-18,0.0,0.0,1.0,0.0,2.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-05-18,0.0,0.0,1.0,0.0,26.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-05-18,0.0,0.0,2.0,0.0,4.0,1.0,2020
SUD-KIVU,KALEHE,193955.0,2020-05-18,0.0,0.0,6.0,0.0,10.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-05-18,0.0,0.0,1.0,0.0,3.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,9.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-05-18,0.0,0.0,4.0,0.0,16.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-05-11,0.0,0.0,5.0,0.0,13.0,0.0,2020
NORD-KIVU,KIBIRIZI,193955.0,2020-05-11,0.0,0.0,0.0,0.0,3.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-05-11,0.0,0.0,5.0,0.0,2.0,0.0,2020
NORD-KIVU,MASISI,193955.0,2020-05-11,0.0,0.0,0.0,0.0,3.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-05-11,0.0,0.0,6.0,0.0,1.0,0.0,2020
NORD-KIVU,NYIRAGONGO,193955.0,2020-05-11,0.0,0.0,1.0,0.0,1.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-05-11,0.0,0.0,4.0,0.0,4.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-05-11,0.0,0.0,3.0,0.0,8.0,0.0,2020
HAUT-KATANGA,KOWE,193955.0,2020-05-18,0.0,0.0,0.0,0.0,5.0,0.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-05-18,0.0,0.0,1.0,0.0,5.0,0.0,2020
HAUT-KATANGA,KIPUSHI,193955.0,2020-05-18,0.0,0.0,2.0,0.0,1.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-05-18,0.0,0.0,12.0,0.0,47.0,1.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-05-18,0.0,0.0,1.0,0.0,13.0,1.0,2020
HAUT-KATANGA,KISANGA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,3.0,0.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-05-18,0.0,0.0,5.0,0.0,57.0,3.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,19.0,0.0,2020
HAUT-KATANGA,MUMBUNDA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,12.0,2.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-05-18,0.0,0.0,7.0,0.0,43.0,1.0,2020
HAUT-KATANGA,VANGU,193955.0,2020-05-18,0.0,0.0,0.0,0.0,3.0,0.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-05-18,0.0,0.0,0.0,0.0,17.0,0.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-05-18,0.0,0.0,2.0,0.0,6.0,0.0,2020
HAUT-KATANGA,TSHAMILEMBA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,1.0,0.0,2020
LUALABA,FUNGURUME,193955.0,2020-05-18,0.0,0.0,3.0,0.0,11.0,0.0,2020
TANGANYIKA,NYEMBA,193955.0,2020-05-18,0.0,0.0,1.0,0.0,3.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-05-18,0.0,0.0,1.0,0.0,3.0,0.0,2020
KONGO CENTRAL,NSONA-MPANGU,193955.0,2020-05-18,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,NYANTENDE,193955.0,2020-05-25,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-05-25,0.0,0.0,2.0,0.0,5.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-05-25,0.0,0.0,3.0,0.0,5.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-05-25,0.0,0.0,2.0,0.0,6.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,5.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-05-25,0.0,0.0,7.0,0.0,5.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-05-25,0.0,0.0,0.0,0.0,4.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-05-25,0.0,0.0,1.0,0.0,38.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,6.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-05-25,0.0,0.0,3.0,0.0,16.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI-ORIENTAL,BIBANGA,193955.0,2020-05-18,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-05-18,0.0,0.0,6.0,0.0,10.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-05-18,0.0,0.0,7.0,0.0,3.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-05-18,0.0,0.0,4.0,0.0,14.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-05-18,0.0,0.0,1.0,0.0,0.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-05-25,0.0,0.0,14.0,0.0,66.0,3.0,2020
HAUT-KATANGA,TSHAMILEMBA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,3.0,1.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-05-25,0.0,0.0,0.0,0.0,15.0,1.0,2020
HAUT-KATANGA,KENYA,193955.0,2020-05-25,0.0,0.0,8.0,0.0,10.0,0.0,2020
HAUT-KATANGA,KISANGA,193955.0,2020-05-25,0.0,0.0,1.0,0.0,5.0,1.0,2020
HAUT-KATANGA,KAMALONDO,193955.0,2020-05-25,0.0,0.0,5.0,0.0,38.0,2.0,2020
HAUT-KATANGA,KATUBA,193955.0,2020-05-25,0.0,0.0,4.0,0.0,4.0,1.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-05-25,0.0,0.0,1.0,0.0,19.0,4.0,2020
HAUT-KATANGA,KAPOLOWE,193955.0,2020-05-25,0.0,0.0,3.0,0.0,5.0,2.0,2020
HAUT-KATANGA,KAMPEMBA,193955.0,2020-05-25,0.0,0.0,7.0,0.0,45.0,2.0,2020
HAUT-KATANGA,MITWABA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,2.0,1.0,2020
HAUT-KATANGA,RWASHI,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,MUMBUNDA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,5.0,0.0,2020
LUALABA,FUNGURUME,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,MANONO,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-05-25,0.0,0.0,1.0,0.0,4.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-05-25,0.0,0.0,6.0,0.0,4.0,0.0,2020
TANGANYIKA,NYEMBA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,5.0,0.0,2020
SUD-KIVU,KALEHE,193955.0,2020-05-31,0.0,0.0,2.0,0.0,2.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-05-31,0.0,0.0,0.0,0.0,7.0,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-05-31,0.0,0.0,3.0,0.0,22.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-05-31,0.0,0.0,2.0,0.0,12.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-05-31,0.0,0.0,7.0,0.0,14.0,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-05-31,0.0,0.0,0.0,0.0,4.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-05-31,0.0,0.0,5.0,0.0,17.0,0.0,2020
SUD-KIVU,LULENGE-KIMBI,193955.0,2020-05-31,0.0,0.0,0.0,0.0,3.0,0.0,2020
SUD-KIVU,KADUTU,193955.0,2020-05-31,0.0,0.0,3.0,0.0,7.0,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-05-31,0.0,0.0,0.0,0.0,4.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-05-31,0.0,0.0,2.0,0.0,4.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-05-31,0.0,0.0,0.0,0.0,5.0,0.0,2020
SUD-KIVU,NYANTENDE,193955.0,2020-05-31,0.0,0.0,0.0,0.0,3.0,0.0,2020
EQUATEUR,BOLENGE,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-05-25,0.0,0.0,9.0,0.0,10.0,0.0,2020
NORD-KIVU,PINGA,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-05-25,0.0,0.0,7.0,0.0,5.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-05-25,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,MWESO,193955.0,2020-05-25,0.0,0.0,7.0,0.0,3.0,0.0,2020
