prov,zs,pop,debutsem,c011mois,d011mois,c1259mois,d1259mois,c5ansp,d5ansp,Annee
TANGANYIKA,MOBA,391793.0,2022-07-02,0.0,0.0,5.0,0.0,8.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-02-14,0.0,0.0,1.0,0.0,4.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-02-14,0.0,0.0,5.0,0.0,12.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-02-21,1.0,0.0,1.0,0.0,2.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-07-02,0.0,0.0,0.0,0.0,1.0,1.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-02-14,1.0,0.0,8.0,0.0,2.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-02-21,1.0,0.0,2.0,0.0,2.0,1.0,2022
TANGANYIKA,MOBA,391793.0,2022-02-21,0.0,0.0,2.0,0.0,4.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-02-21,0.0,0.0,4.0,0.0,5.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-02-28,0.0,0.0,3.0,0.0,2.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-02-28,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-02-28,0.0,0.0,2.0,0.0,2.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-02-28,0.0,0.0,0.0,0.0,4.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-07-03,1.0,0.0,4.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-07-03,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-07-03,0.0,0.0,3.0,0.0,3.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-07-03,0.0,0.0,2.0,0.0,8.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-03-14,0.0,0.0,4.0,0.0,7.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-03-14,0.0,0.0,1.0,0.0,4.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-03-14,0.0,0.0,2.0,0.0,4.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-03-21,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-03-21,0.0,0.0,2.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-03-28,2.0,0.0,1.0,0.0,5.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-03-28,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-03-14,0.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-03-21,1.0,0.0,1.0,0.0,3.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-03-21,0.0,0.0,0.0,0.0,8.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-03-28,0.0,0.0,3.0,0.0,6.0,1.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-03-28,1.0,0.0,3.0,0.0,3.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-04-04,4.0,0.0,4.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-04-04,0.0,0.0,3.0,0.0,2.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-04-04,0.0,0.0,2.0,0.0,5.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-11-04,1.0,0.0,3.0,0.0,4.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-11-04,0.0,0.0,0.0,0.0,3.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-05-30,0.0,0.0,0.0,0.0,1.0,1.0,2022
TANGANYIKA,MOBA,391793.0,2022-11-04,0.0,0.0,2.0,0.0,12.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-11-04,0.0,0.0,2.0,0.0,4.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-04-18,1.0,0.0,5.0,0.0,4.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-04-18,0.0,0.0,1.0,0.0,4.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-04-18,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-04-18,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-04-25,0.0,0.0,3.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-04-25,0.0,0.0,2.0,0.0,2.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-04-25,0.0,0.0,4.0,0.0,7.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-02-05,1.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-02-05,0.0,0.0,3.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-02-05,0.0,0.0,5.0,0.0,8.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-02-05,0.0,0.0,3.0,0.0,1.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-09-05,2.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-09-05,0.0,0.0,6.0,0.0,5.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-09-05,1.0,0.0,2.0,0.0,2.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-09-05,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-05-16,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-05-16,0.0,0.0,3.0,0.0,4.0,1.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-05-16,1.0,0.0,1.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-05-23,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-05-23,0.0,0.0,1.0,0.0,6.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-05-23,0.0,0.0,0.0,0.0,3.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-05-30,0.0,0.0,1.0,0.0,2.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-06-06,0.0,0.0,1.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-06-06,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-05-30,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-05-30,0.0,0.0,1.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-06-06,0.0,0.0,4.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-06-06,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-06-13,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-06-13,0.0,0.0,1.0,0.0,7.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-06-13,0.0,0.0,4.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-06-13,1.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-06-20,1.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-06-20,0.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-06-20,2.0,0.0,0.0,0.0,5.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-06-27,1.0,0.0,3.0,0.0,5.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-06-27,1.0,0.0,2.0,0.0,1.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-06-27,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-04-07,0.0,0.0,1.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-04-07,0.0,0.0,2.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-04-07,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-11-07,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-11-07,0.0,0.0,0.0,0.0,3.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-11-07,0.0,0.0,2.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-11-07,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-07-18,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-07-18,2.0,0.0,3.0,1.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-07-18,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-07-25,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-07-25,1.0,0.0,3.0,1.0,2.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-07-25,2.0,0.0,1.0,0.0,1.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-01-08,0.0,0.0,1.0,0.0,3.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-01-08,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-01-08,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-09-08,0.0,0.0,2.0,0.0,3.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-09-08,1.0,0.0,2.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-08-15,3.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-08-15,0.0,0.0,1.0,0.0,5.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-08-22,0.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-08-22,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-08-22,0.0,0.0,1.0,0.0,4.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-08-29,0.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-03-10,0.0,0.0,4.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-10-10,0.0,0.0,15.0,0.0,16.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-10-10,2.0,0.0,8.0,0.0,9.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-08-22,1.0,0.0,0.0,0.0,3.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-08-29,1.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-05-09,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-05-09,1.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-05-09,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-05-09,1.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-12-09,0.0,0.0,1.0,0.0,2.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-12-09,0.0,0.0,2.0,1.0,3.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-12-09,0.0,0.0,3.0,0.0,2.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-12-09,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-12-09,0.0,0.0,3.0,0.0,3.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-09-19,0.0,0.0,2.0,0.0,5.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-09-19,0.0,0.0,3.0,0.0,8.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-09-19,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-09-19,0.0,0.0,4.0,0.0,3.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-09-26,2.0,0.0,6.0,0.0,9.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-09-26,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-09-26,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-09-26,1.0,0.0,0.0,0.0,4.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-03-10,0.0,0.0,0.0,0.0,4.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-03-10,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-03-10,0.0,0.0,24.0,3.0,18.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-03-10,0.0,0.0,3.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-10-10,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-10-17,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-11-21,0.0,0.0,6.0,0.0,11.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-11-28,0.0,0.0,1.0,0.0,5.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-10-17,5.0,0.0,20.0,0.0,15.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-10-17,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-10-17,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-10-17,0.0,0.0,23.0,0.0,20.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-10-24,0.0,0.0,11.0,0.0,25.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-10-24,0.0,0.0,0.0,0.0,2.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-10-24,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-10-24,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-10-24,1.0,0.0,11.0,0.0,14.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-10-31,1.0,0.0,5.0,0.0,5.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-10-31,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-10-31,1.0,0.0,20.0,0.0,18.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-07-11,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-07-11,0.0,0.0,3.0,0.0,6.0,0.0,2022
TANGANYIKA,KONGOLO,384680.0,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-07-11,1.0,0.0,18.0,0.0,18.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-11-14,1.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-11-14,0.0,0.0,2.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-11-14,1.0,0.0,9.0,0.0,20.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-11-21,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-11-21,2.0,0.0,1.0,0.0,5.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYUNZU,300668.0,2022-11-21,1.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-11-28,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-11-28,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-05-12,0.0,0.0,1.0,0.0,5.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-05-12,0.0,0.0,1.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-12-12,0.0,0.0,0.0,0.0,3.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-11-28,1.0,0.0,5.0,0.0,7.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-05-12,0.0,0.0,9.0,0.0,5.0,1.0,2022
TANGANYIKA,MANONO,386346.0,2022-05-12,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-05-12,1.0,0.0,5.0,0.0,9.0,0.0,2022
TANGANYIKA,NYUNZU,300668.0,2022-05-12,1.0,0.0,2.0,0.0,2.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-12-12,1.0,0.0,4.0,0.0,5.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-12-12,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-12-12,1.0,0.0,4.0,0.0,5.0,1.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-12-19,0.0,0.0,5.0,0.0,13.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-12-12,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-12-12,0.0,0.0,1.0,0.0,0.0,0.0,2022
TANGANYIKA,ANKORO,306765.0,2022-12-19,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,KANSIMBA,198640.0,2022-12-19,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,MOBA,391793.0,2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,KABALO,298724.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-12-26,0.0,0.0,7.0,1.0,6.0,0.0,2022
TANGANYIKA,MANONO,386346.0,2022-12-19,0.0,0.0,0.0,0.0,1.0,0.0,2022
TANGANYIKA,NYEMBA,380020.0,2022-12-19,0.0,0.0,3.0,0.0,3.0,0.0,2022
TANGANYIKA,KALEMIE,406807.0,2022-12-26,0.0,0.0,1.0,0.0,6.0,0.0,2022
HAUT-UELE,FARADJE,104994.0,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,2022
MAINDOMBE,YUMBI,142369.0,2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
NORD-UBANGI,YAKOMA,129706.0,2012-11-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,YAHISULI,56985.0,2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,YAKUSU,142379.0,2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,YAKUSU,142379.0,2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,YAKUSU,142379.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,LUBUNGA,117517.0,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,2022
TSHOPO,ISANGI,155095.0,2022-12-26,0.0,0.0,0.0,0.0,2.0,0.0,2022
KASAI,MUSHENGE,103675.0,2022-01-31,0.0,0.0,0.0,0.0,1.0,0.0,2022
KASAI,MUSHENGE,103675.0,2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,2022
KASAI,MUSHENGE,103675.0,2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,1.0,0.0,0.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,1.0,0.0,2.0,0.0,1.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,0.0,0.0,1.0,1.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,0.0,0.0,1.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,2.0,0.0,0.0,0.0,2022
KASAI,MUSHENGE,193955.0,2022-08-08,0.0,0.0,1.0,0.0,3.0,0.0,2022
