ds,c011mois,c1259mois,c5ansp,d011mois,d1259mois,d5ansp,casageinc,decageinc,totalcas,totaldeces,letal,attaq
2024-01-07,-0.3067705633476704,30.3087708323836,56.88261590002113,-0.03248055407263522,0.3579768875950662,0.7918474960946995,86.88461616905707,1.1173438296171305,86.88461616905707,1.1173438296171305,1.2860088228312383,0.011493812151077084
2024-01-14,0.01082491655057448,6.116142115613519,30.514115999405774,-0.06356780829749353,-0.07379027454701235,1.596979974804524,36.64108303156987,1.4596218919600181,36.64108303156987,1.4596218919600181,3.983566453814728,0.004847184046453418
2024-01-21,-0.03328442732414164,17.12877059296108,33.84678940430159,0.008769169929422308,0.04906038133916608,1.5218657264880622,50.94227556993853,1.5796952777566506,50.94227556993853,1.5796952777566506,3.1009515379576844,0.006739063504751986
2024-01-28,-0.024696795018879364,26.436822086850686,68.91718235805007,0.05536730912759124,0.23588480428645092,0.8420939439363482,95.32930764988188,1.1333460573503904,95.32930764988188,1.1333460573503904,1.188874738829381,0.012610945446176669
2024-02-04,-0.0891492253597084,74.89413287582381,148.52817001550284,0.06394685280529315,0.31287491658247124,0.807045976701948,223.33315366596696,1.1838677460897125,223.33315366596696,1.1838677460897125,0.5300904620101277,0.029544347762894822
2024-02-11,-0.035369762931436385,21.964852546184662,80.70869190307701,0.07574323811901129,-0.1484952718804148,0.6554225536952984,102.63817468633025,0.582670519933895,102.63817468633025,0.582670519933895,0.5676937666853279,0.013577822535104353
2024-02-18,0.004801498534248383,5.325506028024231,21.160410459182884,-0.005137583085758235,0.020543429657209185,0.06792505941974748,26.490717985741362,0.08333090599119844,26.490717985741362,0.08333090599119844,0.31456643053635364,0.0035044102132283693
2024-02-25,0.015306783597062598,4.922217712833808,18.655725746905908,0.04894726629237187,0.22102486786602865,-0.151176836617695,23.59325024333678,0.11879529754070556,23.59325024333678,0.11879529754070556,0.5035139131551228,0.0031211093319745012
2024-03-03,0.045680940993274695,3.8985814927217026,16.5430237213861,-0.008893570150008624,0.04995755992191497,1.032799989847943,20.487286155101078,1.0738639796198493,20.487286155101078,1.0738639796198493,5.241611658518621,0.0027102268380159622
2024-03-10,-0.03020906020335474,3.6545228369008975,8.822451697310369,-0.052451588571469865,0.3634458684028494,0.02502453526253636,12.446765474007911,0.3360188150939159,12.446765474007911,0.3360188150939159,2.69964767790966,0.0016465605829275476
2024-03-17,-0.07526064090798609,90.47430957537479,150.3484188447596,0.0017364768232834274,0.43286477702726145,2.561320617038032,240.7474677792264,2.995921870888577,240.7474677792264,2.995921870888577,1.2444250809881576,0.03184805656639804
2024-03-24,0.016882387919150494,6.181937719924044,16.391303426899608,0.00816270641127341,0.027646094397114514,0.547535044680003,22.5901235347428,0.5833438454883909,22.5901235347428,0.5833438454883909,2.5822959515525845,0.002988407474491777
2024-03-31,-0.0244006279015619,25.127948999130126,58.12317015963147,-0.017861854071798775,0.1890100686988281,1.5061201832849702,83.22671853086004,1.6772683979119996,83.22671853086004,1.6772683979119996,2.015300407753163,0.011009915344310983
2024-04-07,-0.04160258591803341,36.09386346316975,55.04986812090411,0.011170574150359838,0.585431282321508,2.5623898063051915,91.10212899815582,3.1589916627770593,91.10212899815582,3.1589916627770593,3.4675278146803863,0.012051739461339894
2024-04-14,0.009779883028212935,0.593516078150331,1.6585363828050648,0.023752548412325453,0.33609750928031396,0.19229116729221138,2.2618323439836088,0.5521412249848507,2.2618323439836088,0.5521412249848507,24.41123571574729,0.0002992137990043457
2024-04-21,-0.012638667650787867,19.804658807682912,56.9148405587828,0.009617879062530433,0.06236535922086098,0.691912714070184,76.70686069881492,0.7638959523535753,76.70686069881492,0.7638959523535753,0.995863923245365,0.01014741488706728
2024-04-28,-0.0631294553868985,61.847490752701134,58.828822058150166,-0.0030248337410370366,0.790028755102596,2.4094262889596183,120.6131833554644,3.1964302103211772,120.6131833554644,3.1964302103211772,2.6501499433116176,0.01595570462938687
2024-05-05,-0.0024871170734598576,6.754576285787549,15.731131992217698,-0.004252420597637147,0.22897681943300588,0.13187320819894383,22.483221160931787,0.35659760703431254,22.483221160931787,0.35659760703431254,1.5860610207133408,0.002974265548598967
2024-05-12,-0.06777614142456367,60.25888474859264,66.88331075217448,-0.018166905670320938,0.7074924213325604,1.0981871489987427,127.07441935934256,1.7875126646609822,127.07441935934256,1.7875126646609822,1.4066660101009256,0.01681045010869992
2024-05-19,-0.03789049192670559,88.05052257713322,174.7762605992408,0.01568759345221842,0.19291459565173102,0.34549661812265675,262.7888926844473,0.5540988072266062,262.7888926844473,0.5540988072266062,0.21085320675709043,0.034763877669983755
2024-05-26,-0.05156526523029637,150.87537925089083,163.40623274074287,0.0180161633494067,0.03779558456300656,1.519431877673851,314.23004672640343,1.575243625586264,314.23004672640343,1.575243625586264,0.5013026736293652,0.04156893692515063
2024-06-02,-0.03570898143898281,18.746768754493402,37.302539619978305,-0.02921202155592062,0.31275220039421314,0.5625745426530181,56.01359939303272,0.8461147214913106,56.01359939303272,0.8461147214913106,1.5105523134736365,0.007409939960792378
2024-06-09,-0.004541236578063749,10.534568306766175,30.643531110193425,0.0011395105100366438,-0.08418397966538882,-0.10807900073590333,41.173558180381534,-0.1911234698912555,41.173558180381534,-0.1911234698912555,-0.4641898304099509,0.00544677716473918
2024-06-16,-0.049329338768735874,41.17611420118991,75.09513213112697,0.005726001484380808,0.07729346966735336,0.8365155174291408,116.22191699354815,0.9195349885808749,116.22191699354815,0.9195349885808749,0.7911889705208711,0.01537479177168371
